,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,updated_github_id,trending,new_addition,labels
140,rurel,milanboers/rurel,ml-frameworks,https://github.com/milanboers/rurel,https://github.com/milanboers/rurel,MPL-2.0,2017-03-05 09:40:12,2024-06-25 08:45:48,2024-06-25 08:45:32,17.0,2.0,9.0,156.0,59.0,,,,,,"Flexible, reusable reinforcement learning (Q learning) implementation in Rust.",22.0,22.0,9.0,12,False,3.0,,,,
141,candle-lora,EricLBuehler/candle-lora,ml-frameworks,https://github.com/EricLBuehler/candle-lora,https://github.com/EricLBuehler/candle-lora,MIT,2023-09-08 13:15:45,2025-04-18 10:24:17,2025-04-18 10:24:16,23.0,5.0,14.0,154.0,232.0,,,,,,Low rank adaptation (LoRA) for Candle.,,,3.0,12,True,3.0,,,,
142,vtext,rth/vtext,nlp,https://github.com/rth/vtext,https://github.com/rth/vtext,Apache-2.0,2018-11-05 09:02:15,2023-07-06 21:58:30,2020-06-18 21:00:31,9.0,11.0,7.0,153.0,,,,,,,Simple NLP in Rust with Python bindings.,43.0,43.0,3.0,12,False,3.0,,,,
143,rustling-ontology,snipsco/rustling-ontology,nlp,https://github.com/sonos/rustling-ontology,https://github.com/sonos/rustling-ontology,,2017-04-24 15:08:48,2022-01-02 15:33:15,2020-10-07 11:29:08,45.0,28.0,26.0,130.0,1053.0,2020-01-23 14:58:51,0.19.3,,,49.0,Ontology for rustling.,,,23.0,12,False,3.0,sonos/rustling-ontology,,,
144,tokengrams,EleutherAI/tokengrams,nlp,https://github.com/EleutherAI/tokengrams,https://github.com/EleutherAI/tokengrams,MIT,2023-12-21 15:22:19,2024-10-06 09:08:41,2024-10-02 00:47:26,3.0,1.0,2.0,26.0,144.0,2024-09-04 23:52:04,0.3.3,,,3.0,Efficiently computing & storing token n-grams from large corpora.,3.0,3.0,3.0,12,False,3.0,,,,
145,sentencepiece,danieldk/sentencepiece,nlp,https://github.com/danieldk/sentencepiece,https://github.com/danieldk/sentencepiece,,2020-01-22 15:30:22,2025-08-13 15:43:21,2025-08-13 15:38:14,8.0,3.0,7.0,22.0,,2022-07-30 09:42:25,0.8.2,,,7.0,Rust binding for the sentencepiece library.,128.0,128.0,5.0,12,False,3.0,,,,
146,spm_precompiled,huggingface/spm_precompiled,nlp,https://github.com/huggingface/spm_precompiled,https://github.com/huggingface/spm_precompiled,Apache-2.0,2020-09-15 19:11:01,2022-05-30 12:07:25,2022-05-30 12:07:22,14.0,,,19.0,12.0,,,,,,Highly specialized crate to parse and use `google/sentencepiece` 's precompiled_charsmap in `tokenizers`.,2612.0,2612.0,,12,False,3.0,,,,
147,srx,bminixhofer/srx,nlp,https://github.com/bminixhofer/srx,https://github.com/bminixhofer/srx,Apache-2.0,2021-02-03 11:09:47,2023-07-17 15:21:49,2023-07-17 15:19:23,4.0,1.0,4.0,8.0,18.0,2023-07-17 15:21:49,0.1.4,,,2.0,A mostly compliant Rust implementation of the Segmentation Rules eXchange (SRX) 2.0 standard for text segmentation.,126.0,126.0,4.0,12,False,3.0,,,,
148,deduplicate-text-datasets,google-research/deduplicate-text-datasets,nlp,https://github.com/google-research/deduplicate-text-datasets,https://github.com/google-research/deduplicate-text-datasets,Apache-2.0,2021-07-16 00:24:25,2024-07-30 21:44:50,2024-05-21 17:47:37,122.0,10.0,33.0,1241.0,54.0,,,,,,,,,5.0,11,False,3.0,,,,
149,autograph,charles-r-earp/autograph,ml-frameworks,https://github.com/charles-r-earp/autograph,https://github.com/charles-r-earp/autograph,Apache-2.0,2019-06-17 23:43:49,2024-08-19 00:18:17,2024-08-19 00:17:59,18.0,,8.0,328.0,,2024-08-19 00:15:28,0.2.1,,,4.0,A machine learning library for Rust.,2.0,2.0,4.0,11,False,3.0,,,,
150,kdtree-rs,mrhooray/kdtree-rs,ml-frameworks,https://github.com/mrhooray/kdtree-rs,https://github.com/mrhooray/kdtree-rs,Apache-2.0,2015-07-29 05:20:17,2024-11-30 07:23:57,2024-11-30 07:23:56,48.0,2.0,20.0,255.0,103.0,,,,,,K-dimensional tree in Rust for fast geospatial indexing and lookup.,,,16.0,11,True,3.0,,,,
151,rten,robertknight/rten,ml-frameworks,https://github.com/robertknight/rten,https://github.com/robertknight/rten,,2022-08-31 20:43:45,2025-09-01 07:15:50,2025-09-01 07:15:47,11.0,31.0,71.0,228.0,,,,,,,ONNX neural network inference engine.,100.0,100.0,5.0,11,False,3.0,,,,
152,L2,bilal2vec/L2,ml-frameworks,https://github.com/bilal2vec/L2,https://github.com/bilal2vec/L2,MIT,2019-06-22 20:37:19,2022-12-25 15:16:55,2022-02-19 15:52:39,19.0,,1.0,197.0,165.0,2019-09-04 00:34:56,1.0,,,1.0,"l2 is a fast, Pytorch-style Tensor+Autograd library written in Rust.",,,,11,False,3.0,,,,
153,orkhon,vertexclique/orkhon,ml-frameworks,https://github.com/vertexclique/orkhon,https://github.com/vertexclique/orkhon,MIT,2019-05-18 23:24:53,2021-02-01 15:23:47,2021-02-01 15:23:39,4.0,3.0,4.0,150.0,102.0,2020-11-17 23:04:49,0.2.0,,,1.0,Orkhon: ML Inference Framework and Server Runtime.,,,,11,False,3.0,,,,
154,rust-sbert,cpcdoy/rust-sbert,nlp,https://github.com/cpcdoy/rust-sbert,https://github.com/cpcdoy/rust-sbert,Apache-2.0,2020-04-19 14:27:46,2024-09-17 11:00:59,2024-09-17 10:59:32,13.0,1.0,4.0,121.0,70.0,2024-09-17 11:00:59,0.5.0,,,1.0,Rust port of sentence-transformers (https://github.com/UKPLab/sentence-transformers).,6.0,6.0,6.0,11,True,3.0,,,,
155,finalfusion-rust,finalfusion/finalfusion-rust,nlp,https://github.com/finalfusion/finalfusion-rust,https://github.com/finalfusion/finalfusion-rust,,2019-03-19 18:18:31,2023-10-10 10:16:46,2023-10-10 09:46:19,12.0,7.0,37.0,102.0,,2023-10-10 10:18:49,0.18.0,,,11.0,finalfusion embeddings in Rust.,54.0,54.0,6.0,11,False,3.0,,,,
156,ffsvm-rust,ralfbiedert/ffsvm-rust,ml-frameworks,https://github.com/ralfbiedert/ffsvm,https://github.com/ralfbiedert/ffsvm,MIT,2017-12-10 16:52:20,2024-12-14 16:04:25,2024-12-14 16:03:54,10.0,2.0,8.0,77.0,345.0,,,,,,FFSVM stands for Really Fast Support Vector Machine.,5.0,5.0,3.0,11,False,3.0,ralfbiedert/ffsvm,,,
157,rustml,daniel-e/rustml,ml-frameworks,https://github.com/daniel-e/rustml,https://github.com/daniel-e/rustml,,2015-06-23 13:59:00,2022-06-15 06:08:17,2022-06-15 06:08:14,7.0,2.0,3.0,67.0,333.0,2015-10-07 20:05:27,0.0.5,,,4.0,Machine learning in Rust.,15.0,15.0,2.0,11,False,3.0,,,,
158,snips-nlu-ontology,snipsco/snips-nlu-ontology,nlp,https://github.com/snipsco/snips-nlu-ontology,https://github.com/snipsco/snips-nlu-ontology,,2018-02-14 14:19:29,2020-03-08 14:16:49,2019-09-06 13:58:18,27.0,3.0,7.0,57.0,505.0,2019-09-06 13:58:41,0.67.2,,,35.0,Ontology of Snips NLU.,,,12.0,11,False,3.0,,,,
159,rstats,liborty/rstats,ml-frameworks,https://github.com/liborty/rstats,https://github.com/liborty/rstats,Apache-2.0,2020-08-30 04:06:51,2024-07-20 00:53:47,2024-07-20 00:53:34,2.0,,1.0,56.0,588.0,,,,,,"Statistics, Information Measures, Linear Algebra, Cholesky Matrix Decomposition, Mahalanobis Distance, Householder QR..",29.0,29.0,,11,False,3.0,,,,
160,word2vec,dimakudosh/word2vec,nlp,https://github.com/DimaKudosh/word2vec,https://github.com/DimaKudosh/word2vec,MIT,2016-01-28 19:57:43,2019-11-04 15:30:36,2019-11-04 15:29:26,8.0,2.0,,31.0,63.0,,,,,,Rust interface to word2vec.,18.0,18.0,5.0,11,False,3.0,,,,
161,black-jack,milesgranger/black-jack,ml-frameworks,https://github.com/milesgranger/black-jack,https://github.com/milesgranger/black-jack,GPL-3.0,2018-08-18 14:31:48,2022-12-28 04:22:08,2021-04-29 19:39:04,5.0,8.0,42.0,30.0,217.0,2019-04-28 11:10:27,0.1.0,,,2.0,DataFrame / Series data processing in Rust.,,,3.0,11,False,3.0,,,,
162,neuronika,neuronika/neuronika,ml-frameworks,https://github.com/neuronika/neuronika,https://github.com/neuronika/neuronika,Apache-2.0,2021-02-13 17:04:39,2022-10-10 07:02:35,2022-10-10 07:02:09,55.0,12.0,33.0,1085.0,,,,,,,Tensors and dynamic neural networks in pure Rust.,5.0,5.0,2.0,10,False,3.0,,,,
163,rllama,Noeda/rllama,nlp,https://github.com/Noeda/rllama,https://github.com/Noeda/rllama,AGPL-3.0,2023-03-11 08:41:15,2024-02-12 00:45:39,2023-04-09 00:49:44,31.0,10.0,3.0,548.0,90.0,,,,,,Rust+OpenCL+AVX2 implementation of LLaMA inference code.,2.0,2.0,3.0,10,False,3.0,,,,
164,kafka-delta-ingest,delta-io/kafka-delta-ingest,data-loading,https://github.com/delta-io/kafka-delta-ingest,https://github.com/delta-io/kafka-delta-ingest,Apache-2.0,2021-02-05 05:13:20,2025-05-05 14:37:45,2025-05-05 14:37:45,94.0,29.0,41.0,412.0,,,,,,,A highly efficient daemon for streaming data from Kafka into Delta Lake.,,,20.0,10,True,3.0,,,,
165,RustNN,jackm321/RustNN,ml-frameworks,https://github.com/jackm321/RustNN,https://github.com/jackm321/RustNN,Apache-2.0,2015-03-27 08:34:35,2017-12-21 15:19:41,2015-05-08 02:34:16,32.0,1.0,2.0,338.0,41.0,,,,,,A neural network crate.,,,2.0,10,False,3.0,,,,
166,rust-dataframe,nevi-me/rust-dataframe,data-loading,https://github.com/nevi-me/rust-dataframe,https://github.com/nevi-me/rust-dataframe,Apache-2.0,2019-01-09 02:52:48,2020-10-26 17:05:17,2020-10-26 17:05:04,20.0,12.0,26.0,280.0,119.0,,,,,,"A Rust DataFrame implementation, built on Apache Arrow.",,,4.0,10,False,3.0,,,,
167,deeplearn-rs,tedsta/deeplearn-rs,ml-frameworks,https://github.com/tedsta/deeplearn-rs,https://github.com/tedsta/deeplearn-rs,MIT,2015-10-27 02:51:50,2019-10-30 04:18:48,2017-08-20 03:30:59,22.0,1.0,4.0,210.0,78.0,,,,,,Neural networks in Rust.,,,2.0,10,False,3.0,,,,
168,tflite-rs,boncheolgu/tflite-rs,ml-frameworks,https://github.com/boncheolgu/tflite-rs,https://github.com/boncheolgu/tflite-rs,Apache-2.0,2018-10-23 13:13:57,2024-06-24 11:29:38,2024-06-24 11:29:11,50.0,23.0,10.0,128.0,158.0,,,,,,,,,12.0,10,False,3.0,,,,
169,gamma,metamolecular/gamma,ml-frameworks,https://github.com/metamolecular/gamma,https://github.com/metamolecular/gamma,,2020-02-14 14:48:02,2021-01-25 18:43:42,2021-01-25 18:42:39,6.0,,6.0,121.0,50.0,,,,,,A graph library for Rust.,48.0,48.0,3.0,10,False,3.0,,,,
170,alumina,millardjn/alumina,ml-frameworks,https://github.com/millardjn/alumina,https://github.com/millardjn/alumina,,2017-02-06 15:57:08,2022-10-23 07:44:15,2022-10-23 07:44:08,9.0,3.0,,103.0,245.0,,,,,,A deep learning library for rust.,28.0,28.0,,10,False,3.0,,,,
171,finalfrontier,finalfusion/finalfrontier,nlp,https://github.com/finalfusion/finalfrontier,https://github.com/finalfusion/finalfrontier,,2018-06-02 08:47:45,2023-10-20 13:06:26,2023-10-20 13:06:22,4.0,3.0,29.0,87.0,313.0,2020-07-27 09:03:36,0.9.4,91.0,1.0,12.0,Context-sensitive word embeddings with subwords. In Rust.,5.0,5.0,7.0,10,False,3.0,,,,
172,torchrs,torchrs/torchrs,ml-frameworks,https://github.com/torchrs/torchrs,https://github.com/torchrs/torchrs,BSD-2-Clause,2017-05-27 21:57:45,2017-07-16 00:27:45,2017-07-16 00:27:34,8.0,1.0,,78.0,532.0,,,,,,Deep Learning in Rust with the PyTorch API.,,,5.0,10,False,3.0,,,,['binding']
173,chr,pemistahl/chr,nlp,https://github.com/pemistahl/chr,https://github.com/pemistahl/chr,Apache-2.0,2020-06-22 07:50:18,2021-01-14 10:14:41,2021-01-05 20:35:25,4.0,2.0,,43.0,35.0,2021-01-05 20:46:19,1.0.0,111.0,1.0,1.0,A command-line tool that gives information about Unicode characters.,4.0,4.0,,10,False,3.0,,,,
174,ngt-rs,lerouxrgd/ngt-rs,ml-frameworks,https://github.com/lerouxrgd/ngt-rs,https://github.com/lerouxrgd/ngt-rs,Apache-2.0,2020-04-26 21:45:05,2024-05-18 11:41:53,2024-05-18 11:41:50,6.0,1.0,9.0,38.0,70.0,,,,,,Rust wrappers for NGT approximate nearest neighbor search.,3.0,3.0,3.0,10,False,3.0,,,,['binding']
175,RusticSOM,avinashshenoy97/RusticSOM,ml-frameworks,https://github.com/avinashshenoy97/RusticSOM,https://github.com/avinashshenoy97/RusticSOM,MIT,2018-03-04 07:44:42,2022-10-15 10:49:14,2020-10-07 18:54:35,6.0,1.0,,35.0,48.0,,,,,,Rust library for Self Organising Maps (SOM).,3.0,3.0,5.0,10,False,3.0,,,,
176,petal-clustering,petabi/petal-clustering,ml-frameworks,https://github.com/petabi/petal-clustering,https://github.com/petabi/petal-clustering,Apache-2.0,2019-06-06 18:31:20,2025-05-03 21:23:46,2025-05-03 21:19:03,6.0,7.0,13.0,32.0,,,,,,,"DBSCAN, HDBSCAN, and OPTICS clustering algorithms.",17.0,17.0,4.0,10,False,3.0,,,,
177,rustdef,emakryo/rustdef,ml-frameworks,https://github.com/emakryo/rustdef,https://github.com/emakryo/rustdef,MIT,2020-01-26 04:08:22,2023-03-13 02:57:27,2022-12-13 08:13:07,1.0,2.0,7.0,29.0,69.0,2022-12-14 23:41:19,0.4.0,198.0,3.0,9.0,Jupyter extension for Rust.,2.0,2.0,4.0,10,False,3.0,,,,
178,crfsuite-rs,messense/crfsuite-rs,ml-frameworks,https://github.com/messense/crfsuite-rs,https://github.com/messense/crfsuite-rs,MIT,2018-01-05 07:58:56,2022-03-03 02:52:30,2022-03-03 02:52:14,3.0,2.0,8.0,25.0,147.0,,,,,,Rust binding to crfsuite.,5.0,5.0,,10,False,3.0,,,,
179,batched-fn,epwalsh/batched-fn,ml-frameworks,https://github.com/epwalsh/batched-fn,https://github.com/epwalsh/batched-fn,Apache-2.0,2020-03-20 22:06:11,2024-03-10 23:17:46,2024-03-10 23:17:44,2.0,4.0,3.0,21.0,,2024-03-10 23:18:08,0.2.5,,,2.0,Rust server plugin for deploying deep learning models with batched prediction.,8.0,8.0,3.0,10,False,3.0,,,,
180,unda,unda-ai/unda,ml-frameworks,https://github.com/unda-ml/unda,https://github.com/unda-ml/unda,Apache-2.0,2023-10-17 17:40:04,2024-10-14 01:42:20,2024-06-19 00:20:16,4.0,10.0,27.0,14.0,516.0,,,,,,General purpose machine learning crate.,6.0,6.0,4.0,10,False,3.0,unda-ml/unda,,,
181,reductive,finalfusion/reductive,ml-frameworks,https://github.com/finalfusion/reductive,https://github.com/finalfusion/reductive,Apache-2.0,2019-09-04 09:48:00,2021-12-03 11:08:21,2021-12-03 11:07:27,1.0,1.0,2.0,7.0,87.0,,,,,,Vector quantization.,51.0,51.0,3.0,10,False,3.0,,,,
182,voy,tantaraio/voy,apps,https://github.com/tantaraio/voy,https://github.com/tantaraio/voy,Apache-2.0,2023-01-27 08:48:18,2023-09-20 18:14:53,2023-09-20 18:14:52,36.0,21.0,21.0,994.0,,,,,,,A WASM vector similarity search written in Rust.,,,2.0,9,False,3.0,,,,
183,hal,jramapuram/hal,ml-frameworks,https://github.com/jramapuram/hal,https://github.com/jramapuram/hal,MIT,2015-07-22 20:11:09,2016-10-22 00:27:46,2016-10-22 00:24:58,10.0,5.0,,91.0,52.0,,,,,,Rust based Cross-GPU Machine Learning.,,,3.0,9,False,3.0,,,,
184,tractjs,bminixhofer/tractjs,ml-frameworks,https://github.com/bminixhofer/tractjs,https://github.com/bminixhofer/tractjs,,2020-05-24 07:46:54,2023-01-20 23:13:21,2021-07-23 10:51:13,6.0,3.0,11.0,75.0,,2021-07-23 11:17:36,0.4.0,17.0,0.0,11.0,Run ONNX and TensorFlow inference in the browser.,14.0,14.0,2.0,9,False,3.0,,,,
185,visionmagic,visioncortex/visionmagic,image,https://github.com/visioncortex/visionmagic,https://github.com/visioncortex/visionmagic,,2020-12-16 15:07:32,2024-03-30 14:48:44,2024-03-30 14:48:44,10.0,1.0,,62.0,40.0,2021-07-23 10:16:58,0.2.0,,,4.0,Collection of vision & graphics algorithms.,,,3.0,9,False,3.0,,,,
186,visual-odometry-rs,mpizenberg/visual-odometry-rs,image,https://github.com/mpizenberg/visual-odometry-rs,https://github.com/mpizenberg/visual-odometry-rs,MPL-2.0,2018-03-26 08:10:34,2020-01-17 19:04:01,2019-03-25 14:16:01,2.0,6.0,2.0,59.0,299.0,,,,,,Visual Odometry in Rust (vors).,,,,9,False,3.0,,,,
187,dpar,danieldk/dpar,nlp,https://github.com/danieldk/dpar,https://github.com/danieldk/dpar,Apache-2.0,2015-03-18 10:17:41,2020-09-14 12:16:26,2020-09-14 12:16:07,4.0,5.0,6.0,44.0,58.0,,,,,,Neural network transition-based dependency parser (in Rust).,,,3.0,9,False,3.0,,,,
188,prophet,robbepop/prophet,ml-frameworks,https://github.com/Robbepop/prophet,https://github.com/Robbepop/prophet,,2016-09-04 16:28:38,2019-07-31 09:45:36,2018-05-25 09:44:58,1.0,4.0,5.0,42.0,151.0,,,,,,A simple neural net implementation.,10.0,10.0,4.0,9,False,3.0,,,,
189,rust-tfidf,ferristseng/rust-tfidf,nlp,https://github.com/ferristseng/rust-tfidf,https://github.com/ferristseng/rust-tfidf,Apache-2.0,2015-04-14 01:59:21,2023-06-15 14:33:59,2023-06-15 14:33:59,4.0,2.0,2.0,19.0,27.0,,,,,,,19.0,19.0,4.0,9,False,3.0,,,,
190,snips-nlu-parsers,snipsco/snips-nlu-parsers,nlp,https://github.com/snipsco/snips-nlu-parsers,https://github.com/snipsco/snips-nlu-parsers,,2019-01-22 12:45:41,2022-12-26 20:38:59,2020-01-24 10:13:48,34.0,4.0,2.0,17.0,102.0,2020-01-24 10:14:32,0.4.3,347.0,4.0,13.0,Rust crate for entity parsing.,,,6.0,9,False,3.0,,,,
191,bayespam,zenoxygen/bayespam,ml-frameworks,https://github.com/fabre-dev/bayespam,https://github.com/fabre-dev/bayespam,MIT,2019-10-27 05:53:16,2020-12-24 00:31:37,2020-12-24 00:31:24,4.0,2.0,1.0,15.0,45.0,,,,,,A simple bayesian spam classifier written in Rust.,12.0,12.0,2.0,9,False,3.0,fabre-dev/bayespam,,,
192,eval-metrics,benjarison/eval-metrics,interpret,https://github.com/benjarison/eval-metrics,https://github.com/benjarison/eval-metrics,,2020-05-21 04:00:07,2022-06-06 16:41:01,2022-06-06 16:16:59,,,,14.0,81.0,2022-06-06 16:41:01,1.0.2,,,5.0,Evaluation metrics for machine learning.,10.0,10.0,,9,False,1.0,,,,
193,lumberjack,sebpuetz/lumberjack,nlp,https://github.com/sebpuetz/lumberjack,https://github.com/sebpuetz/lumberjack,Apache-2.0,2019-03-27 14:31:59,2020-05-05 12:29:29,2019-08-28 14:04:12,2.0,1.0,6.0,10.0,71.0,2019-05-27 12:20:25,0.3,,,2.0,Read and modify constituency trees in Rust.,13.0,13.0,2.0,9,False,3.0,,,,
194,tch-serde,jerry73204/tch-serde,data-loading,https://github.com/jerry73204/tch-serde,https://github.com/jerry73204/tch-serde,MIT,2020-07-21 21:04:15,2022-04-03 07:14:02,2022-04-03 07:12:20,4.0,,,5.0,39.0,,,,,,Serialize/Deserialize tch-rs types with serde.,5.0,5.0,4.0,9,False,3.0,,,,
195,zkml,ddkang/zkml,other,https://github.com/ddkang/zkml,https://github.com/ddkang/zkml,Apache-2.0,2023-02-01 17:25:08,2024-05-17 04:41:17,2023-08-10 20:58:59,39.0,3.0,2.0,359.0,,,,,,,,,,2.0,8,False,3.0,,,,
196,opentau,GammaTauAI/opentau,apps,https://github.com/GammaTauAI/opentau,https://github.com/GammaTauAI/opentau,Apache-2.0,2022-09-02 05:41:01,2023-12-10 02:41:41,2023-12-10 02:41:37,7.0,1.0,,110.0,,,,,,,Using Large Language Models for Repo-wide Type Prediction.,,,3.0,8,False,3.0,,,,
197,syntaxdot,tensordot/syntaxdot,nlp,https://github.com/tensordot/syntaxdot,https://github.com/tensordot/syntaxdot,,2020-10-07 17:49:05,2023-10-22 18:56:06,2023-10-22 18:56:03,3.0,7.0,13.0,78.0,,2023-09-22 07:52:53,0.5.0,94.0,1.0,11.0,"Neural syntax annotator, supporting sequence labeling, lemmatization, and dependency parsing.",4.0,4.0,4.0,8,False,3.0,,,,
198,fasttext-rs,messense/fasttext-rs,nlp,https://github.com/messense/fasttext-rs,https://github.com/messense/fasttext-rs,,2018-01-18 04:08:07,2024-01-07 08:41:31,2023-09-11 11:31:18,11.0,1.0,7.0,62.0,,,,,,,fastText Rust binding.,38.0,38.0,4.0,8,False,3.0,,,,['binding']
199,treebender,vgel/treebender,nlp,https://github.com/vgel/treebender,https://github.com/vgel/treebender,MIT,2020-10-18 21:34:55,2025-03-11 03:16:52,2025-03-11 03:16:48,1.0,2.0,,56.0,59.0,,,,,,A HDPSG-inspired symbolic natural language parser written in Rust.,,,,8,False,3.0,,,,
200,vpsearch,kornelski/vpsearch,ml-frameworks,https://github.com/kornelski/vpsearch,https://github.com/kornelski/vpsearch,,2015-06-06 13:05:10,2022-01-16 19:09:13,2020-10-16 10:38:46,6.0,2.0,2.0,32.0,,,,,,,C library for finding nearest (most similar) element in a set.,45.0,45.0,2.0,8,False,3.0,,,,
201,sticker,stickeritis/sticker,nlp,https://github.com/stickeritis/sticker,https://github.com/stickeritis/sticker,,2019-02-15 09:35:54,2021-03-19 10:08:03,2021-03-19 10:08:00,2.0,15.0,37.0,25.0,206.0,2020-06-10 12:27:31,0.11.1,148.0,1.0,17.0,Succeeded by SyntaxDot: https://github.com/tensordot/syntaxdot.,,,5.0,8,False,3.0,,,,
202,h2o-kubernetes,h2oai/h2o-kubernetes,mlops,https://github.com/h2oai/h2o-kubernetes,https://github.com/h2oai/h2o-kubernetes,Apache-2.0,2020-08-04 16:47:37,2024-10-24 18:11:02,2021-02-09 11:49:12,6.0,2.0,13.0,23.0,69.0,2021-02-09 11:05:13,operator-0.1.0,84.0,1.0,1.0,H2O Open Source Kubernetes operator and a command-line tool to ease deployment (and undeployment) of H2O open-source..,,,4.0,8,False,3.0,,,,
203,cntk-rs,usamec/cntk-rs,ml-frameworks,https://github.com/usamec/cntk-rs,https://github.com/usamec/cntk-rs,Apache-2.0,2017-10-29 16:32:42,2018-03-04 12:55:18,2018-03-04 12:55:13,,1.0,1.0,21.0,41.0,,,,,,Wrapper around Microsoft CNTK library.,,,,8,False,3.0,,,,
204,deepfrog,proycon/deepfrog,nlp,https://github.com/proycon/deepfrog,https://github.com/proycon/deepfrog,GPL-3.0,2020-02-12 12:28:13,2023-03-24 23:53:13,2021-04-18 16:58:45,1.0,5.0,3.0,19.0,128.0,2021-04-11 13:32:18,0.2.1,,,2.0,An NLP-suite powered by deep learning.,2.0,2.0,,8,False,3.0,,,,
205,flaco,milesgranger/flaco,data-loading,https://github.com/milesgranger/flaco,https://github.com/milesgranger/flaco,Unlicense,2021-09-28 17:42:53,2022-10-28 04:08:27,2022-10-28 04:08:27,,2.0,1.0,15.0,55.0,2022-10-28 03:46:55,0.6.0,,,14.0,(PoC) A very memory-efficient way to read data from PostgreSQL.,,,2.0,8,False,3.0,,,,
206,awabi,nakagami/awabi,nlp,https://github.com/nakagami/awabi,https://github.com/nakagami/awabi,MIT,2020-03-12 23:10:27,2025-01-06 11:08:12,2024-07-01 07:35:36,,,,10.0,61.0,,,,,,A morphological analyzer using mecab dictionary.,3.0,3.0,,8,False,3.0,,,,
207,liblinear-rs,shademe/liblinear-rs,ml-frameworks,https://github.com/shadeMe/liblinear-rs,https://github.com/shadeMe/liblinear-rs,MIT,2018-10-02 11:55:10,2023-04-02 21:24:22,2023-04-02 21:24:15,3.0,1.0,3.0,9.0,43.0,,,,,,Rust language bindings for the LIBLINEAR C/C++ library.,,,,8,False,3.0,,,,['binding']
208,seqalign,danieldk/seqalign,nlp,https://github.com/danieldk/seqalign,https://github.com/danieldk/seqalign,Apache-2.0,2018-03-06 14:46:35,2022-08-22 18:48:47,2022-08-22 18:48:40,,2.0,1.0,1.0,46.0,,,,,,Sequence alignments.,17.0,17.0,3.0,8,False,3.0,,,,
209,mushin,c0dearm/mushin,ml-frameworks,https://github.com/c0dearm/mushin,https://github.com/c0dearm/mushin,,2021-04-07 13:51:02,2022-08-27 20:04:36,2022-07-09 20:10:37,9.0,3.0,4.0,395.0,,2022-06-08 12:18:38,0.5.0,,,1.0,Computational graphs with reverse automatic differentation in the GPU.,,,2.0,7,False,3.0,,,,
210,llamacord,rustformers/llamacord,apps,https://github.com/rustformers/llmcord,https://github.com/rustformers/llmcord,GPL-3.0,2023-03-14 23:37:40,2023-08-13 00:40:58,2023-08-13 00:40:54,12.0,13.0,10.0,95.0,,,,,,,"A Discord bot, written in Rust, that generates responses using the LLaMA language model.",,,,7,False,3.0,rustformers/llmcord,,,
211,rust-dl-webserver,epwalsh/rust-dl-webserver,ml-frameworks,https://github.com/epwalsh/rust-dl-webserver,https://github.com/epwalsh/rust-dl-webserver,,2020-03-25 21:29:16,2023-03-09 18:57:16,2022-03-14 19:31:27,5.0,1.0,,34.0,70.0,,,,,,Example of serving deep learning models in Rust with batched prediction.,,,3.0,7,False,3.0,,,,
212,revonet,yurytsoy/revonet,ml-frameworks,https://github.com/yurytsoy/revonet,https://github.com/yurytsoy/revonet,GPL-3.0,2017-05-13 08:37:07,2017-08-20 14:10:04,2017-08-20 14:08:55,4.0,,15.0,20.0,73.0,,,,,,Rust implementation of real-coded GA for solving optimization problems and training of neural networks.,1.0,1.0,,7,False,3.0,,,,
213,drug,CasperN/drug,ml-frameworks,https://github.com/CasperN/drug,https://github.com/CasperN/drug,MIT,2018-08-12 21:43:02,2018-10-26 16:34:55,2018-10-26 16:34:50,,,1.0,16.0,72.0,,,,,,Differentiable Rust Graphs (neural network library).,,,,7,False,3.0,,,,
214,gazetteer-entity-parser,snipsco/gazetteer-entity-parser,nlp,https://github.com/snipsco/gazetteer-entity-parser,https://github.com/snipsco/gazetteer-entity-parser,,2018-06-12 07:13:37,2024-04-29 14:12:53,2024-04-29 14:12:15,20.0,1.0,2.0,15.0,,2024-04-29 14:12:53,0.9.0,,,9.0,Rust library for parsing and resolving entity values based on a gazetteer.,,,8.0,7,False,3.0,,,,
215,craftml-rs,tomtung/craftml-rs,ml-frameworks,https://github.com/tomtung/craftml-rs,https://github.com/tomtung/craftml-rs,MIT,2018-10-05 15:05:19,2019-03-19 03:46:15,2019-03-19 03:46:03,1.0,,2.0,15.0,26.0,,,,,,"A Rust implementation of CRAFTML, an Efficient Clustering-based Random Forest for Extreme Multi-label Learning.",,,,7,False,3.0,,,,
216,NewsAggregator,EngineersBox/NewsAggregator,data-loading,https://github.com/EngineersBox/NewsAggregator,https://github.com/EngineersBox/NewsAggregator,Apache-2.0,2021-02-28 09:18:55,2021-10-24 00:36:43,2021-10-12 14:36:32,6.0,,,10.0,,,,,,,"A fast, searchable, knowledge engine using various machine learning models to aggregate based on importance,..",,,10.0,7,False,3.0,,,,
